date,open,close,high,low,volume
2026-02-12,7.29,7.18,7.3,7.17,353083700.0
2026-02-11,7.32,7.29,7.32,7.27,138803100.0
2026-02-10,7.28,7.3,7.34,7.26,194804800.0
2026-02-09,7.25,7.28,7.29,7.21,203253000.0
2026-02-06,7.31,7.26,7.35,7.22,251460100.0
2026-02-05,7.25,7.3,7.32,7.23,310157500.0
2026-02-04,7.18,7.24,7.29,7.17,308484400.0
2026-02-03,7.3,7.18,7.31,7.15,449210800.0
2026-02-02,7.26,7.32,7.39,7.25,541179100.0
2026-01-30,7.27,7.25,7.39,7.22,460741400.0
2026-01-29,7.19,7.26,7.3,7.16,438099600.0
2026-01-28,7.21,7.2,7.29,7.16,456456300.0
2026-01-27,7.24,7.23,7.37,7.21,469808100.0
2026-01-26,7.19,7.24,7.32,7.15,455056600.0
2026-01-23,7.27,7.21,7.29,7.17,377013400.0
2026-01-22,7.35,7.27,7.38,7.25,388067400.0
2026-01-21,7.53,7.35,7.56,7.34,474520800.0
2026-01-20,7.52,7.54,7.57,7.5,302886300.0
2026-01-19,7.6,7.53,7.63,7.5,329064000.0
2026-01-16,7.67,7.61,7.68,7.58,340670600.0
2026-01-15,7.68,7.68,7.74,7.66,287026700.0
2026-01-14,7.79,7.69,7.79,7.68,390138300.0
2026-01-13,7.75,7.81,7.85,7.74,365192500.0
2026-01-12,7.7,7.74,7.77,7.65,292385200.0
2026-01-09,7.69,7.71,7.72,7.64,241093000.0
2026-01-08,7.74,7.69,7.74,7.65,291914000.0
2026-01-07,7.78,7.75,7.79,7.7,329789600.0
2026-01-06,7.81,7.8,7.81,7.76,259577000.0
2026-01-05,7.91,7.82,7.94,7.76,425414500.0
2025-12-31,7.83,7.93,7.96,7.83,286652800.0
2025-12-30,7.84,7.85,7.87,7.79,208754600.0
2025-12-29,7.81,7.87,7.9,7.77,270638600.0
2025-12-26,7.84,7.81,7.86,7.79,150069700.0
2025-12-25,7.9,7.86,7.91,7.83,165519000.0
2025-12-24,7.92,7.91,7.96,7.88,173667100.0
2025-12-23,7.89,7.92,7.95,7.87,200057000.0
2025-12-22,7.86,7.89,7.91,7.83,166891500.0
2025-12-19,7.96,7.88,7.98,7.86,235588200.0
2025-12-18,7.81,7.99,8.0,7.79,241748400.0
2025-12-17,7.78,7.81,7.87,7.75,220686100.0
2025-12-16,7.81,7.79,7.83,7.73,193438900.0
2025-12-15,7.82,7.81,7.86,7.77,250971300.0
2025-12-12,7.829,7.829,7.839,7.699,519110500.0
2025-12-11,7.809,7.859,7.859,7.759,262176000.0
2025-12-10,7.949,7.799,7.979,7.779,308417600.0
2025-12-09,7.869,7.959,8.009,7.839,265490100.0
2025-12-08,7.849,7.849,7.899,7.809,213082000.0
2025-12-05,7.899,7.849,7.959,7.809,246147300.0
2025-12-04,7.929,7.909,7.949,7.879,149101200.0
2025-12-03,7.919,7.909,8.009,7.889,221258500.0
2025-12-02,7.949,7.949,7.979,7.879,214519000.0
2025-12-01,7.909,7.949,7.969,7.879,265260900.0
2025-11-28,8.009,7.969,8.029,7.939,208401600.0
2025-11-27,8.009,8.019,8.049,7.919,234412200.0
2025-11-26,8.169,8.019,8.239,8.009,331042000.0
2025-11-25,8.039,8.169,8.179,7.989,305543000.0
2025-11-24,8.059,8.059,8.119,7.979,348919000.0
2025-11-21,8.139,8.109,8.239,8.079,464444700.0
2025-11-20,8.069,8.129,8.259,8.039,359487700.0
2025-11-19,8.059,8.089,8.179,8.029,234428300.0
2025-11-18,7.999,8.059,8.109,7.969,217596000.0
2025-11-17,8.109,8.029,8.119,7.969,258276800.0
2025-11-14,8.089,8.109,8.239,8.079,306335100.0
2025-11-13,8.069,8.069,8.099,7.939,290137900.0
2025-11-12,8.019,8.049,8.179,8.009,359289800.0
2025-11-11,7.959,8.019,8.029,7.929,191740100.0
2025-11-10,7.879,7.979,7.989,7.839,223291300.0
2025-11-07,7.949,7.909,8.019,7.879,280161400.0
2025-11-06,7.979,7.949,8.009,7.919,300975800.0
2025-11-05,8.029,7.999,8.069,7.949,394153600.0
2025-11-04,7.749,7.989,7.999,7.749,441097600.0
2025-11-03,7.649,7.759,7.799,7.639,342073400.0
2025-10-31,7.729,7.639,7.729,7.529,369325300.0
2025-10-30,7.689,7.699,7.759,7.639,278716100.0
2025-10-29,7.839,7.689,7.849,7.659,368304400.0
2025-10-28,7.759,7.849,7.879,7.709,332040800.0
2025-10-27,7.659,7.769,7.799,7.599,391994700.0
2025-10-24,7.659,7.699,7.749,7.619,326362300.0
2025-10-23,7.619,7.699,7.749,7.569,432661400.0
2025-10-22,7.489,7.619,7.649,7.479,381586600.0
2025-10-21,7.439,7.499,7.509,7.399,344113900.0
2025-10-20,7.449,7.469,7.509,7.329,391978600.0
2025-10-17,7.489,7.479,7.579,7.429,408700200.0
2025-10-16,7.289,7.489,7.509,7.289,495623300.0
2025-10-15,7.329,7.319,7.399,7.279,407599300.0
2025-10-14,7.119,7.359,7.359,7.079,693878100.0
2025-10-13,7.179,7.129,7.219,7.089,395738600.0
2025-10-10,7.149,7.169,7.219,7.139,304869700.0
2025-10-09,7.109,7.169,7.179,7.059,297741100.0
2025-09-30,7.169,7.159,7.189,7.119,244567600.0
2025-09-29,7.239,7.189,7.259,7.119,405003900.0
2025-09-26,7.209,7.269,7.289,7.159,273359300.0
2025-09-25,7.299,7.239,7.319,7.169,323722800.0
2025-09-24,7.249,7.329,7.389,7.229,514206900.0
2025-09-23,7.019,7.259,7.269,6.989,628825600.0
2025-09-22,7.059,7.039,7.109,7.009,275089100.0
2025-09-19,7.139,7.059,7.139,6.979,480709800.0
2025-09-18,7.309,7.149,7.319,7.139,529780700.0
2025-09-17,7.279,7.319,7.319,7.259,247584200.0
2025-09-16,7.269,7.309,7.349,7.269,289347600.0
2025-09-15,7.309,7.289,7.369,7.259,329581900.0
2025-09-12,7.349,7.339,7.399,7.309,299282500.0
2025-09-11,7.319,7.369,7.439,7.249,541515900.0
2025-09-10,7.299,7.329,7.339,7.239,288656000.0
2025-09-09,7.249,7.289,7.319,7.239,266279400.0
2025-09-08,7.269,7.259,7.299,7.229,354276000.0
2025-09-05,7.379,7.299,7.399,7.259,441709300.0
2025-09-04,7.259,7.399,7.459,7.119,876005900.0
2025-09-03,7.429,7.299,7.439,7.279,491977100.0
2025-09-02,7.229,7.429,7.429,7.209,769065200.0
2025-09-01,7.289,7.239,7.309,7.219,384543600.0
2025-08-29,7.239,7.289,7.389,7.239,519615100.0
2025-08-28,7.269,7.239,7.299,7.179,465468900.0
2025-08-27,7.399,7.269,7.399,7.269,515724800.0
2025-08-26,7.439,7.409,7.479,7.399,299832800.0
2025-08-25,7.459,7.449,7.469,7.409,413159800.0
2025-08-22,7.459,7.489,7.489,7.389,383772800.0
2025-08-21,7.429,7.459,7.479,7.369,344302800.0
2025-08-20,7.439,7.429,7.479,7.419,331520600.0
2025-08-19,7.389,7.429,7.459,7.369,338524700.0
2025-08-18,7.369,7.389,7.399,7.319,407237200.0
2025-08-15,7.559,7.409,7.579,7.339,648005800.0
2025-08-14,7.559,7.549,7.619,7.529,283487300.0
2025-08-13,7.629,7.559,7.679,7.559,336019700.0
2025-08-12,7.549,7.639,7.669,7.529,318398100.0
2025-08-11,7.639,7.559,7.659,7.539,336839200.0
2025-08-08,7.699,7.649,7.759,7.629,273925800.0
2025-08-07,7.609,7.699,7.729,7.559,378982100.0
2025-08-06,7.609,7.619,7.659,7.569,296778200.0
2025-08-05,7.539,7.619,7.619,7.489,340318200.0
2025-08-04,7.489,7.539,7.639,7.479,448275100.0
2025-08-01,7.419,7.479,7.529,7.339,514590000.0
2025-07-31,7.349,7.419,7.449,7.279,480969600.0
2025-07-30,7.289,7.349,7.409,7.259,390727100.0
2025-07-29,7.349,7.289,7.379,7.289,292271900.0
2025-07-28,7.349,7.349,7.399,7.319,273422700.0
2025-07-25,7.389,7.349,7.439,7.339,330891700.0
2025-07-24,7.509,7.409,7.529,7.389,462394800.0
2025-07-23,7.449,7.509,7.589,7.419,489105600.0
2025-07-22,7.529,7.459,7.539,7.419,477834500.0
2025-07-21,7.619,7.559,7.629,7.529,313546600.0
2025-07-18,7.599,7.629,7.679,7.559,272785000.0
2025-07-17,7.649,7.609,7.669,7.579,279321700.0
2025-07-16,7.629,7.659,7.659,7.559,352498800.0
2025-07-15,7.719,7.659,7.739,7.619,318688100.0
2025-07-14,7.759,7.699,7.839,7.699,470693500.0
2025-07-11,7.814,7.704,8.054,7.704,888595600.0
2025-07-10,7.564,7.774,7.824,7.564,587046600.0
2025-07-09,7.454,7.544,7.624,7.444,289827600.0
2025-07-08,7.424,7.454,7.474,7.394,198342000.0
2025-07-07,7.434,7.424,7.464,7.394,194883400.0
2025-07-04,7.334,7.444,7.474,7.324,289057100.0
2025-07-03,7.374,7.334,7.414,7.294,225654100.0
2025-07-02,7.374,7.374,7.404,7.344,206829100.0
2025-07-01,7.284,7.354,7.434,7.274,268331900.0
2025-06-30,7.174,7.284,7.304,7.114,306147200.0
2025-06-27,7.414,7.194,7.454,7.174,482051100.0
2025-06-26,7.354,7.414,7.444,7.314,293189000.0
2025-06-25,7.304,7.364,7.404,7.214,349545200.0
2025-06-24,7.204,7.324,7.334,7.194,356019900.0
2025-06-23,7.054,7.214,7.254,7.024,389737800.0
2025-06-20,6.984,7.064,7.074,6.974,310692800.0
2025-06-19,6.934,6.994,6.994,6.894,284178000.0
2025-06-18,6.864,6.944,6.944,6.854,332132300.0
2025-06-17,6.824,6.864,6.864,6.814,227938300.0
2025-06-16,6.774,6.834,6.834,6.714,278604000.0
2025-06-13,6.804,6.784,6.824,6.774,280894800.0
2025-06-12,6.814,6.804,6.824,6.784,231833600.0
2025-06-11,6.794,6.814,6.844,6.784,224773400.0
2025-06-10,6.774,6.794,6.884,6.764,416132200.0
2025-06-09,6.794,6.774,6.804,6.734,291368500.0
2025-06-06,6.794,6.794,6.814,6.764,187030000.0
2025-06-05,6.774,6.784,6.814,6.764,225574200.0
2025-06-04,6.804,6.774,6.814,6.754,211897600.0
2025-06-03,6.744,6.804,6.824,6.734,272811800.0
2025-05-30,6.744,6.764,6.814,6.714,346759900.0
2025-05-29,6.744,6.734,6.764,6.714,193469900.0
2025-05-28,6.754,6.744,6.774,6.714,171017500.0
2025-05-27,6.744,6.754,6.784,6.734,182520200.0
2025-05-26,6.774,6.744,6.794,6.724,287645000.0
2025-05-23,6.814,6.774,6.844,6.764,316918800.0
2025-05-22,6.844,6.814,6.854,6.794,294075900.0
2025-05-21,6.824,6.834,6.884,6.804,254071300.0
2025-05-20,6.834,6.824,6.854,6.794,197691200.0
2025-05-19,6.854,6.814,6.894,6.804,256669100.0
2025-05-16,6.954,6.854,6.994,6.814,393514100.0
2025-05-15,6.924,6.964,6.984,6.914,270262100.0
2025-05-14,6.924,6.924,6.974,6.894,286869700.0
2025-05-13,6.854,6.924,6.944,6.814,276745900.0
2025-05-12,6.844,6.854,6.874,6.804,270277000.0
2025-05-09,6.794,6.864,6.924,6.794,312196500.0
2025-05-08,6.784,6.804,6.864,6.774,283712100.0
2025-05-07,6.704,6.804,6.804,6.664,433645600.0
2025-05-06,6.704,6.674,6.724,6.624,366374100.0
2025-04-30,6.914,6.704,6.924,6.664,644997100.0
2025-04-29,6.994,6.964,7.024,6.934,217973800.0
2025-04-28,6.914,6.984,7.034,6.914,285376600.0
2025-04-25,6.944,6.904,7.004,6.864,232602000.0
2025-04-24,6.784,6.934,6.984,6.784,357610900.0
2025-04-23,6.834,6.804,6.864,6.764,256977300.0
2025-04-22,6.744,6.844,6.854,6.734,299787100.0
2025-04-21,6.824,6.744,6.944,6.744,374298400.0
2025-04-18,6.734,6.834,6.864,6.724,388434500.0
2025-04-17,6.744,6.744,6.774,6.654,263918800.0
2025-04-16,6.654,6.754,6.754,6.624,413240200.0
2025-04-15,6.564,6.654,6.664,6.554,384179000.0
2025-04-14,6.474,6.564,6.594,6.464,439404200.0
2025-04-11,6.454,6.494,6.494,6.414,347554500.0
2025-04-10,6.494,6.444,6.494,6.424,401337500.0
2025-04-09,6.484,6.494,6.584,6.434,566168800.0
2025-04-08,6.394,6.514,6.534,6.374,671267800.0
2025-04-07,6.494,6.454,6.514,6.294,849156700.0
2025-04-03,6.514,6.584,6.594,6.514,306166900.0
2025-04-02,6.484,6.544,6.554,6.474,309974400.0
2025-04-01,6.564,6.494,6.594,6.474,428429100.0
2025-03-31,6.574,6.584,6.634,6.494,407133800.0
2025-03-28,6.554,6.574,6.574,6.524,212838100.0
2025-03-27,6.514,6.564,6.584,6.514,258027800.0
2025-03-26,6.554,6.524,6.574,6.504,233780100.0
2025-03-25,6.524,6.544,6.564,6.504,231805700.0
2025-03-24,6.454,6.514,6.544,6.454,306040200.0
2025-03-21,6.514,6.454,6.544,6.444,308799100.0
2025-03-20,6.564,6.534,6.614,6.504,300845200.0
2025-03-19,6.504,6.564,6.574,6.494,303269400.0
2025-03-18,6.524,6.494,6.534,6.464,236952800.0
2025-03-17,6.444,6.504,6.524,6.434,358619800.0
2025-03-14,6.414,6.444,6.504,6.414,489072100.0
2025-03-13,6.414,6.424,6.464,6.394,257295000.0
2025-03-12,6.454,6.414,6.464,6.394,317770200.0
2025-03-11,6.414,6.474,6.474,6.414,268000200.0
2025-03-10,6.484,6.434,6.494,6.414,324211600.0
2025-03-07,6.524,6.494,6.544,6.484,322375600.0
2025-03-06,6.544,6.524,6.554,6.484,365671200.0
2025-03-05,6.464,6.564,6.594,6.424,459912400.0
2025-03-04,6.514,6.474,6.534,6.474,343656200.0
2025-03-03,6.564,6.544,6.584,6.474,396401900.0
2025-02-28,6.594,6.564,6.674,6.564,431589600.0
2025-02-27,6.554,6.624,6.644,6.454,439190200.0
2025-02-26,6.554,6.574,6.634,6.534,329370000.0
2025-02-25,6.584,6.554,6.624,6.524,313984500.0
2025-02-24,6.594,6.584,6.634,6.514,437331000.0
2025-02-21,6.754,6.624,6.764,6.604,577209800.0
2025-02-20,6.734,6.774,6.784,6.694,251326700.0
2025-02-19,6.774,6.744,6.814,6.724,322072300.0
2025-02-18,6.644,6.784,6.834,6.634,397512100.0
2025-02-17,6.674,6.654,6.694,6.604,271346000.0
2025-02-14,6.654,6.684,6.694,6.594,253157800.0
2025-02-13,6.584,6.654,6.684,6.564,294524400.0
2025-02-12,6.504,6.594,6.614,6.424,325781100.0
2025-02-11,6.374,6.514,6.514,6.374,394195400.0
2025-02-10,6.354,6.364,6.434,6.334,311926800.0
